id,转换后JH,XJS,JX,FW,LJCZJS,JX_design,FW_design,LJCZJS_design,关键点
5662,B64-X60,2108.51,41.5,162.5,1668.75,N/A,N/A,N/A,0.0
5663,B64-X60,2137.31,41.9,162.4,1690.25,N/A,N/A,N/A,0.0
5664,B64-X60,2165.9,42.4,162.5,1711.45,N/A,N/A,N/A,0.0
5665,B64-X60,2194.32,43.0,162.7,1732.34,N/A,N/A,N/A,0.0
5666,B64-X60,2222.91,41.3,162.6,1753.53,N/A,N/A,N/A,0.0
5667,B64-X60,2251.6,41.5,162.1,1775.05,N/A,N/A,N/A,0.0
5668,B64-X60,2280.41,41.8,161.5,1796.58,N/A,N/A,N/A,0.0
5669,B64-X60,2309.16,42.3,161.5,1817.93,N/A,N/A,N/A,0.0
5670,B64-X60,2337.66,42.2,160.7,1839.02,N/A,N/A,N/A,0.0
5671,B64-X60,2366.06,42.5,160.0,1860.01,N/A,N/A,N/A,0.0
5672,B64-X60,2395.01,40.4,161.8,1881.71,N/A,N/A,N/A,0.0
5673,B64-X60,2423.46,41.1,160.8,1903.26,N/A,N/A,N/A,0.0
5674,B64-X60,2452.09,41.2,159.2,1924.82,N/A,N/A,N/A,0.0
5675,B64-X60,2480.58,41.0,160.0,1946.29,N/A,N/A,N/A,0.0
5676,B64-X60,2509.13,41.5,159.3,1967.76,N/A,N/A,N/A,0.0
5677,B64-X60,2538.3,42.2,159.0,1989.48,N/A,N/A,N/A,0.0
5678,B64-X60,2566.9,42.5,159.6,2010.62,N/A,N/A,N/A,0.0
5679,B64-X60,2595.47,40.7,160.8,2031.98,N/A,N/A,N/A,3.0
5680,B64-X60,2623.84,38.8,163.7,2053.8,N/A,N/A,N/A,0.0
5681,B64-X60,2652.34,39.0,163.9,2075.98,N/A,N/A,N/A,0.0
5682,B64-X60,2680.96,37.1,164.5,2098.51,N/A,N/A,N/A,0.0
5683,B64-X60,2709.66,37.1,165.1,2121.4,N/A,N/A,N/A,0.0
5684,B64-X60,2738.6,35.5,165.6,2144.73,N/A,N/A,N/A,0.0
5685,B64-X60,2767.27,35.6,164.8,2168.05,N/A,N/A,N/A,0.0
5686,B64-X60,2795.97,35.5,164.6,2191.4,N/A,N/A,N/A,0.0
5687,B64-X60,2824.7,35.3,164.6,2214.82,N/A,N/A,N/A,0.0
5688,B64-X60,2853.34,35.4,164.5,2238.18,N/A,N/A,N/A,0.0
5689,B64-X60,2881.62,35.7,164.5,2261.19,N/A,N/A,N/A,0.0
5690,B64-X60,2909.99,35.9,164.6,2284.2,N/A,N/A,N/A,0.0
5691,B64-X60,2938.16,36.1,164.8,2306.99,N/A,N/A,N/A,0.0
5692,B64-X60,2966.31,36.2,164.7,2329.72,N/A,N/A,N/A,0.0
5693,B64-X60,2994.81,36.2,164.9,2352.72,N/A,N/A,N/A,0.0
5694,B64-X60,3017.0,36.3,165.0,2370.61,N/A,N/A,N/A,0.0
10355,B64-X60,0.0,N/A,N/A,N/A,0.0,163.31,N/A,N/A
10356,B64-X60,180.0,N/A,N/A,N/A,0.0,163.31,180.0,N/A
10357,B64-X60,240.0,N/A,N/A,N/A,7.2,163.31,239.84,N/A
10358,B64-X60,300.0,N/A,N/A,N/A,14.4,163.31,298.74,N/A
10359,B64-X60,360.0,N/A,N/A,N/A,21.6,163.31,355.77,N/A
10360,B64-X60,420.0,N/A,N/A,N/A,28.8,163.31,410.02,N/A
10361,B64-X60,480.0,N/A,N/A,N/A,36.0,163.31,460.65,N/A
10362,B64-X60,526.33,N/A,N/A,N/A,41.56,163.31,496.75,N/A
10363,B64-X60,826.33,N/A,N/A,N/A,41.56,163.31,721.23,N/A
10364,B64-X60,1126.33,N/A,N/A,N/A,41.56,163.31,945.71,N/A
10365,B64-X60,1426.33,N/A,N/A,N/A,41.56,163.31,1170.18,N/A
10366,B64-X60,1726.33,N/A,N/A,N/A,41.56,163.31,1394.66,N/A
10367,B64-X60,2026.33,N/A,N/A,N/A,41.56,163.31,1619.14,N/A
10368,B64-X60,2326.33,N/A,N/A,N/A,41.56,163.31,1843.62,N/A
10369,B64-X60,2626.33,N/A,N/A,N/A,41.56,163.31,2068.1,N/A
10370,B64-X60,2665.04,N/A,N/A,N/A,41.56,163.31,2097.06,N/A
10371,B64-X60,2725.04,N/A,N/A,N/A,38.56,163.31,2142.98,N/A
10372,B64-X60,2785.04,N/A,N/A,N/A,35.56,163.31,2190.86,N/A
10373,B64-X60,2796.24,N/A,N/A,N/A,35.0,163.31,2200.0,N/A
10374,B64-X60,2893.91,N/A,N/A,N/A,35.0,163.31,2280.01,N/A
10375,B64-X60,3003.78,N/A,N/A,N/A,35.0,163.31,2370.01,N/A
5979,B64-X65,0.0,0.0,0.0,N/A,N/A,N/A,N/A,0.0
5980,B64-X65,10.59,0.37,146.52,10.59,N/A,N/A,N/A,0.0
5981,B64-X65,39.23,0.33,92.92,39.23,N/A,N/A,N/A,0.0
5982,B64-X65,67.81,0.16,57.99,67.81,N/A,N/A,N/A,0.0
5983,B64-X65,96.52,0.36,39.04,96.52,N/A,N/A,N/A,0.0
5984,B64-X65,125.05,0.32,24.27,125.05,N/A,N/A,N/A,0.0
5985,B64-X65,153.64,0.52,8.88,153.64,N/A,N/A,N/A,0.0
5986,B64-X65,182.2,0.48,357.19,182.2,N/A,N/A,N/A,0.0
5987,B64-X65,203.7,0.42,352.81,203.7,N/A,N/A,N/A,0.0
5988,B64-X65,210.51,0.4,353.49,210.51,N/A,N/A,N/A,0.0
5989,B64-X65,239.25,0.3,0.07,239.25,N/A,N/A,N/A,0.0
5990,B64-X65,268.03,0.3,6.16,268.02,N/A,N/A,N/A,0.0
5991,B64-X65,296.77,0.3,12.54,296.76,N/A,N/A,N/A,0.0
5992,B64-X65,325.52,0.4,19.18,325.51,N/A,N/A,N/A,0.0
5993,B64-X65,354.28,0.2,23.39,354.27,N/A,N/A,N/A,0.0
5994,B64-X65,382.98,0.1,25.86,382.97,N/A,N/A,N/A,0.0
5995,B64-X65,411.76,0.5,30.76,411.75,N/A,N/A,N/A,0.0
5996,B64-X65,440.45,1.2,36.68,440.44,N/A,N/A,N/A,0.0
5997,B64-X65,469.23,1.1,43.3,469.21,N/A,N/A,N/A,0.0
5998,B64-X65,497.98,1.1,47.84,497.96,N/A,N/A,N/A,0.0
5999,B64-X65,526.75,1.2,49.92,526.72,N/A,N/A,N/A,0.0
6000,B64-X65,555.46,1.0,50.58,555.43,N/A,N/A,N/A,0.0
6001,B64-X65,584.17,1.2,53.02,584.13,N/A,N/A,N/A,0.0
6002,B64-X65,612.88,1.6,58.12,612.83,N/A,N/A,N/A,0.0
6003,B64-X65,641.61,1.7,63.26,641.55,N/A,N/A,N/A,0.0
6004,B64-X65,670.32,1.7,67.22,670.25,N/A,N/A,N/A,0.0
6005,B64-X65,699.06,1.6,70.51,698.98,N/A,N/A,N/A,0.0
6006,B64-X65,727.78,1.6,73.12,727.69,N/A,N/A,N/A,0.0
6007,B64-X65,756.56,1.7,75.24,756.45,N/A,N/A,N/A,0.0
6008,B64-X65,785.26,1.4,77.25,785.14,N/A,N/A,N/A,0.0
6009,B64-X65,813.97,1.3,79.16,813.85,N/A,N/A,N/A,0.0
6010,B64-X65,842.7,1.5,81.02,842.57,N/A,N/A,N/A,0.0
6011,B64-X65,871.5,1.5,82.25,871.36,N/A,N/A,N/A,0.0
6012,B64-X65,900.24,1.2,83.21,900.09,N/A,N/A,N/A,0.0
6013,B64-X65,928.97,1.2,84.27,928.81,N/A,N/A,N/A,0.0
6014,B64-X65,957.76,1.3,85.31,957.6,N/A,N/A,N/A,0.0
6015,B64-X65,986.47,1.2,85.84,986.3,N/A,N/A,N/A,0.0
6016,B64-X65,1015.17,1.5,85.25,1014.99,N/A,N/A,N/A,0.0
6017,B64-X65,1043.96,1.4,83.77,1043.77,N/A,N/A,N/A,0.0
6018,B64-X65,1072.76,1.4,82.24,1072.56,N/A,N/A,N/A,0.0
6019,B64-X65,1101.54,1.4,81.01,1101.33,N/A,N/A,N/A,0.0
6020,B64-X65,1130.29,1.4,80.37,1130.08,N/A,N/A,N/A,0.0
6021,B64-X65,1159.05,1.0,79.8,1158.83,N/A,N/A,N/A,0.0
6022,B64-X65,1187.83,1.8,78.41,1187.6,N/A,N/A,N/A,0.0
6023,B64-X65,1216.58,1.7,76.39,1216.34,N/A,N/A,N/A,0.0
6024,B64-X65,1245.36,1.8,74.49,1245.1,N/A,N/A,N/A,0.0
6025,B64-X65,1274.1,2.2,72.4,1273.83,N/A,N/A,N/A,0.0
6026,B64-X65,1302.88,2.4,70.19,1302.58,N/A,N/A,N/A,0.0
6027,B64-X65,1331.66,2.2,68.04,1331.34,N/A,N/A,N/A,0.0
6028,B64-X65,1360.41,2.4,66.07,1360.07,N/A,N/A,N/A,0.0
6029,B64-X65,1389.21,2.3,64.52,1388.84,N/A,N/A,N/A,0.0
6030,B64-X65,1417.98,2.2,63.93,1417.59,N/A,N/A,N/A,0.0
6031,B64-X65,1446.69,0.9,64.27,1446.29,N/A,N/A,N/A,0.0
6032,B64-X65,1475.5,0.5,64.67,1475.1,N/A,N/A,N/A,0.0
6033,B64-X65,1504.29,0.9,65.13,1503.88,N/A,N/A,N/A,0.0
6034,B64-X65,1532.96,1.2,65.4,1532.55,N/A,N/A,N/A,0.0
6035,B64-X65,1561.72,4.3,64.05,1561.27,N/A,N/A,N/A,1.0
6036,B64-X65,1590.47,8.8,58.81,1589.83,N/A,N/A,N/A,0.0
6037,B64-X65,1619.24,11.3,52.93,1618.15,N/A,N/A,N/A,0.0
6038,B64-X65,1647.95,14.0,49.01,1646.16,N/A,N/A,N/A,0.0
6039,B64-X65,1676.7,13.1,46.35,1674.11,N/A,N/A,N/A,0.0
6040,B64-X65,1705.44,14.6,44.37,1702.02,N/A,N/A,N/A,0.0
6041,B64-X65,1734.24,15.3,42.84,1729.84,N/A,N/A,N/A,0.0
6042,B64-X65,1763.0,14.5,41.61,1757.64,N/A,N/A,N/A,2.0
6043,B64-X65,1791.8,14.5,40.57,1785.52,N/A,N/A,N/A,0.0
6044,B64-X65,1820.58,14.2,39.65,1813.4,N/A,N/A,N/A,0.0
6045,B64-X65,1849.3,13.7,38.98,1841.27,N/A,N/A,N/A,0.0
6046,B64-X65,1878.08,13.4,38.57,1869.25,N/A,N/A,N/A,0.0
6047,B64-X65,1906.83,13.2,38.2,1897.23,N/A,N/A,N/A,0.0
6048,B64-X65,1935.5,12.9,37.77,1925.16,N/A,N/A,N/A,0.0
6049,B64-X65,1964.18,13.0,37.33,1953.11,N/A,N/A,N/A,0.0
6050,B64-X65,1992.87,12.7,36.92,1981.08,N/A,N/A,N/A,0.0
6051,B64-X65,2021.62,11.3,36.55,2009.2,N/A,N/A,N/A,3.0
6052,B64-X65,2050.41,8.7,36.22,2037.55,N/A,N/A,N/A,0.0
6053,B64-X65,2079.07,6.5,36.03,2065.96,N/A,N/A,N/A,0.0
6054,B64-X65,2107.82,5.2,35.94,2094.56,N/A,N/A,N/A,0.0
6055,B64-X65,2136.57,3.1,35.97,2123.23,N/A,N/A,N/A,0.0
6056,B64-X65,2165.34,2.8,36.0,2151.96,N/A,N/A,N/A,0.0
6057,B64-X65,2194.07,3.0,35.93,2180.66,N/A,N/A,N/A,0.0
6058,B64-X65,2222.77,2.6,35.85,2209.32,N/A,N/A,N/A,0.0
6059,B64-X65,2251.5,2.1,35.76,2238.03,N/A,N/A,N/A,0.0
6060,B64-X65,2280.22,1.9,35.63,2266.73,N/A,N/A,N/A,0.0
6061,B64-X65,2308.98,1.9,35.48,2295.48,N/A,N/A,N/A,0.0
6062,B64-X65,2337.75,1.7,35.28,2324.23,N/A,N/A,N/A,0.0
6063,B64-X65,2366.51,2.1,34.99,2352.98,N/A,N/A,N/A,0.0
6064,B64-X65,2395.32,2.1,34.64,2381.77,N/A,N/A,N/A,0.0
6065,B64-X65,2415.0,2.1,34.4,2401.43,N/A,N/A,N/A,0.0
10421,B64-X65,0.0,N/A,N/A,N/A,0.0,45.0,N/A,N/A
10422,B64-X65,600.0,N/A,N/A,N/A,0.0,45.0,600.0,N/A
10423,B64-X65,620.0,N/A,N/A,N/A,1.5,45.0,620.0,N/A
10424,B64-X65,820.0,N/A,N/A,N/A,1.5,45.0,819.93,N/A
10425,B64-X65,1000.0,N/A,N/A,N/A,1.5,45.0,999.87,N/A
10426,B64-X65,1020.0,N/A,N/A,N/A,0.0,45.0,1019.87,N/A
10427,B64-X65,1220.0,N/A,N/A,N/A,0.0,45.0,1219.87,N/A
10428,B64-X65,1420.0,N/A,N/A,N/A,0.0,45.0,1419.87,N/A
10429,B64-X65,1550.0,N/A,N/A,N/A,0.0,45.0,1549.87,N/A
10430,B64-X65,1600.0,N/A,N/A,N/A,7.5,34.83,1599.72,N/A
10431,B64-X65,1637.14,N/A,N/A,N/A,13.07,34.83,1636.25,N/A
10432,B64-X65,1837.14,N/A,N/A,N/A,13.07,34.83,1831.07,N/A
10433,B64-X65,2037.14,N/A,N/A,N/A,13.07,34.83,2025.89,N/A
10434,B64-X65,2093.45,N/A,N/A,N/A,13.07,34.83,2080.74,N/A
10435,B64-X65,2143.45,N/A,N/A,N/A,10.57,34.83,2129.68,N/A
10436,B64-X65,2193.45,N/A,N/A,N/A,8.07,34.83,2179.01,N/A
10437,B64-X65,2243.45,N/A,N/A,N/A,5.57,34.83,2228.65,N/A
10438,B64-X65,2264.88,N/A,N/A,N/A,4.5,34.83,2250.0,N/A
10439,B64-X65,2415.35,N/A,N/A,N/A,4.5,34.83,2400.01,N/A
6153,B64-X67,0.0,0.0,0.0,N/A,N/A,N/A,N/A,0.0
6154,B64-X67,18.56,0.2,158.5,18.56,N/A,N/A,N/A,0.0
6155,B64-X67,46.53,0.2,158.6,46.53,N/A,N/A,N/A,0.0
6156,B64-X67,74.73,0.2,158.0,74.73,N/A,N/A,N/A,0.0
6157,B64-X67,102.53,0.3,152.7,102.53,N/A,N/A,N/A,0.0
6158,B64-X67,130.51,0.3,151.6,130.51,N/A,N/A,N/A,0.0
6159,B64-X67,158.53,0.9,157.8,158.53,N/A,N/A,N/A,0.0
6160,B64-X67,168.02,1.8,150.4,168.01,N/A,N/A,N/A,1.0
6161,B64-X67,177.55,2.9,142.1,177.54,N/A,N/A,N/A,0.0
6162,B64-X67,187.23,4.2,145.6,187.2,N/A,N/A,N/A,0.0
6163,B64-X67,196.77,5.3,147.8,196.7,N/A,N/A,N/A,0.0
6164,B64-X67,206.29,6.1,155.0,206.18,N/A,N/A,N/A,0.0
6165,B64-X67,215.73,7.3,158.8,215.55,N/A,N/A,N/A,0.0
6166,B64-X67,225.42,8.2,158.1,225.15,N/A,N/A,N/A,0.0
6167,B64-X67,235.13,9.1,157.7,234.75,N/A,N/A,N/A,0.0
6168,B64-X67,244.5,10.0,158.1,243.99,N/A,N/A,N/A,0.0
6169,B64-X67,253.96,11.1,158.0,253.29,N/A,N/A,N/A,0.0
6170,B64-X67,263.5,12.6,159.3,262.63,N/A,N/A,N/A,0.0
6171,B64-X67,272.92,13.7,159.2,271.8,N/A,N/A,N/A,0.0
6172,B64-X67,282.45,15.5,159.5,281.02,N/A,N/A,N/A,0.0
6173,B64-X67,292.03,17.3,159.6,290.21,N/A,N/A,N/A,0.0
6174,B64-X67,301.74,18.4,159.3,299.46,N/A,N/A,N/A,0.0
6175,B64-X67,311.21,19.8,158.6,308.41,N/A,N/A,N/A,0.0
6176,B64-X67,320.83,21.0,158.5,317.42,N/A,N/A,N/A,0.0
6177,B64-X67,330.38,22.1,158.1,326.3,N/A,N/A,N/A,0.0
6178,B64-X67,340.02,23.3,158.1,335.2,N/A,N/A,N/A,0.0
6179,B64-X67,349.48,24.6,159.15,343.84,N/A,N/A,N/A,0.0
6180,B64-X67,359.02,25.6,160.2,352.48,N/A,N/A,N/A,0.0
6181,B64-X67,368.56,27.4,158.9,361.02,N/A,N/A,N/A,0.0
6182,B64-X67,378.18,28.8,159.0,369.51,N/A,N/A,N/A,0.0
6183,B64-X67,387.78,29.4,157.1,377.89,N/A,N/A,N/A,0.0
6184,B64-X67,397.35,31.0,156.8,386.16,N/A,N/A,N/A,0.0
6185,B64-X67,407.01,32.1,157.0,394.4,N/A,N/A,N/A,0.0
6186,B64-X67,416.6,33.4,157.5,402.46,N/A,N/A,N/A,0.0
6187,B64-X67,426.24,34.6,156.8,410.45,N/A,N/A,N/A,0.0
6188,B64-X67,435.8,35.6,157.6,418.27,N/A,N/A,N/A,0.0
6189,B64-X67,445.36,36.1,156.0,426.02,N/A,N/A,N/A,0.0
6190,B64-X67,455.04,37.8,156.3,433.76,N/A,N/A,N/A,0.0
6191,B64-X67,464.57,39.3,155.3,441.21,N/A,N/A,N/A,0.0
6192,B64-X67,474.03,40.4,155.2,448.47,N/A,N/A,N/A,0.0
6193,B64-X67,483.48,41.8,155.1,455.6,N/A,N/A,N/A,0.0
6194,B64-X67,492.93,43.0,154.7,462.57,N/A,N/A,N/A,0.0
6195,B64-X67,502.46,42.5,154.4,469.57,N/A,N/A,N/A,2.0
6196,B64-X67,512.08,42.3,155.3,476.68,N/A,N/A,N/A,0.0
6197,B64-X67,521.73,42.5,154.6,483.8,N/A,N/A,N/A,0.0
6198,B64-X67,537.8,42.5,154.6,495.65,N/A,N/A,N/A,0.0
6199,B64-X67,549.71,42.1,154.3,504.46,N/A,N/A,N/A,0.0
6200,B64-X67,578.51,41.7,155.3,525.9,N/A,N/A,N/A,0.0
6201,B64-X67,607.08,41.8,155.1,547.21,N/A,N/A,N/A,0.0
6202,B64-X67,635.73,41.8,155.2,568.57,N/A,N/A,N/A,0.0
6203,B64-X67,664.26,41.8,155.0,589.84,N/A,N/A,N/A,0.0
6204,B64-X67,692.65,42.0,155.3,610.97,N/A,N/A,N/A,0.0
6205,B64-X67,721.56,42.2,155.5,632.42,N/A,N/A,N/A,0.0
6206,B64-X67,750.28,41.8,155.8,653.76,N/A,N/A,N/A,0.0
6207,B64-X67,778.64,41.6,156.0,674.94,N/A,N/A,N/A,0.0
6208,B64-X67,807.58,41.4,156.5,696.61,N/A,N/A,N/A,0.0
6209,B64-X67,836.43,41.2,156.8,718.28,N/A,N/A,N/A,0.0
6210,B64-X67,864.95,38.4,157.3,740.19,N/A,N/A,N/A,0.0
6211,B64-X67,893.74,38.7,157.8,762.71,N/A,N/A,N/A,0.0
6212,B64-X67,922.53,40.0,159.7,784.97,N/A,N/A,N/A,0.0
6213,B64-X67,951.1,41.6,158.6,806.6,N/A,N/A,N/A,0.0
6214,B64-X67,979.84,41.4,159.6,828.12,N/A,N/A,N/A,0.0
6215,B64-X67,1008.51,41.5,159.4,849.61,N/A,N/A,N/A,0.0
6216,B64-X67,1037.28,42.6,159.0,870.98,N/A,N/A,N/A,0.0
6217,B64-X67,1065.98,42.7,159.1,892.08,N/A,N/A,N/A,0.0
6218,B64-X67,1094.74,43.2,156.5,913.14,N/A,N/A,N/A,0.0
6219,B64-X67,1123.33,43.3,157.6,933.96,N/A,N/A,N/A,0.0
6220,B64-X67,1152.05,43.4,157.6,954.84,N/A,N/A,N/A,0.0
6221,B64-X67,1180.6,43.5,157.6,975.57,N/A,N/A,N/A,0.0
6222,B64-X67,1209.24,41.8,157.0,996.63,N/A,N/A,N/A,0.0
6223,B64-X67,1237.65,42.0,157.1,1017.78,N/A,N/A,N/A,0.0
6224,B64-X67,1266.14,41.7,156.6,1039.0,N/A,N/A,N/A,0.0
6225,B64-X67,1294.61,42.2,156.8,1060.18,N/A,N/A,N/A,0.0
6226,B64-X67,1323.4,42.0,155.8,1081.54,N/A,N/A,N/A,0.0
6227,B64-X67,1351.62,42.2,155.7,1102.48,N/A,N/A,N/A,0.0
6228,B64-X67,1380.22,41.6,156.5,1123.76,N/A,N/A,N/A,0.0
6229,B64-X67,1408.9,41.6,155.9,1145.21,N/A,N/A,N/A,0.0
6230,B64-X67,1437.56,40.8,156.5,1166.77,N/A,N/A,N/A,0.0
6231,B64-X67,1466.25,39.9,156.7,1188.64,N/A,N/A,N/A,0.0
6232,B64-X67,1494.86,40.9,155.8,1210.43,N/A,N/A,N/A,0.0
6233,B64-X67,1523.99,40.6,156.4,1232.49,N/A,N/A,N/A,0.0
6234,B64-X67,1552.6,40.3,156.3,1254.27,N/A,N/A,N/A,0.0
6235,B64-X67,1581.52,40.3,156.8,1276.32,N/A,N/A,N/A,0.0
6236,B64-X67,1610.42,41.3,157.0,1298.2,N/A,N/A,N/A,0.0
6237,B64-X67,1639.36,42.6,156.7,1319.72,N/A,N/A,N/A,0.0
6238,B64-X67,1668.42,43.3,156.6,1340.99,N/A,N/A,N/A,0.0
6239,B64-X67,1687.57,43.6,156.5,1354.89,N/A,N/A,N/A,0.0
6240,B64-X67,1705.88,44.3,155.3,1368.08,N/A,N/A,N/A,0.0
6241,B64-X67,1734.56,44.2,154.6,1388.62,N/A,N/A,N/A,0.0
6242,B64-X67,1763.24,43.2,154.7,1409.35,N/A,N/A,N/A,0.0
6243,B64-X67,1792.01,42.1,154.7,1430.51,N/A,N/A,N/A,0.0
6244,B64-X67,1820.57,41.7,154.7,1451.77,N/A,N/A,N/A,0.0
6245,B64-X67,1849.07,41.1,154.7,1473.15,N/A,N/A,N/A,0.0
6246,B64-X67,1877.6,40.9,154.5,1494.68,N/A,N/A,N/A,0.0
6247,B64-X67,1906.02,40.9,155.8,1516.16,N/A,N/A,N/A,0.0
6248,B64-X67,1934.53,40.8,154.5,1537.73,N/A,N/A,N/A,0.0
6249,B64-X67,1963.31,40.6,155.0,1559.55,N/A,N/A,N/A,0.0
6250,B64-X67,1992.2,40.5,155.1,1581.5,N/A,N/A,N/A,0.0
6251,B64-X67,2020.72,41.0,154.5,1603.11,N/A,N/A,N/A,0.0
6252,B64-X67,2049.66,41.8,154.5,1624.81,N/A,N/A,N/A,0.0
6253,B64-X67,2078.16,42.6,153.6,1645.93,N/A,N/A,N/A,0.0
6254,B64-X67,2106.8,42.9,154.7,1666.96,N/A,N/A,N/A,0.0
6255,B64-X67,2135.44,41.1,157.3,1688.24,N/A,N/A,N/A,0.0
6256,B64-X67,2164.21,42.3,156.9,1709.72,N/A,N/A,N/A,0.0
6257,B64-X67,2192.76,42.0,157.6,1730.89,N/A,N/A,N/A,0.0
6258,B64-X67,2221.42,41.3,158.1,1752.3,N/A,N/A,N/A,0.0
6259,B64-X67,2251.13,41.4,158.1,1774.61,N/A,N/A,N/A,0.0
6260,B64-X67,2279.94,40.9,157.0,1796.3,N/A,N/A,N/A,0.0
6261,B64-X67,2308.51,40.8,156.9,1817.91,N/A,N/A,N/A,0.0
6262,B64-X67,2337.39,40.8,156.9,1839.77,N/A,N/A,N/A,0.0
6263,B64-X67,2365.98,40.3,156.7,1861.5,N/A,N/A,N/A,0.0
6264,B64-X67,2394.58,41.7,157.1,1883.08,N/A,N/A,N/A,0.0
6265,B64-X67,2423.16,41.3,156.7,1904.48,N/A,N/A,N/A,0.0
6266,B64-X67,2451.8,42.3,156.8,1925.84,N/A,N/A,N/A,0.0
6267,B64-X67,2480.2,42.6,157.1,1946.79,N/A,N/A,N/A,0.0
6268,B64-X67,2508.69,43.0,156.0,1967.69,N/A,N/A,N/A,0.0
6269,B64-X67,2537.34,43.2,156.1,1988.61,N/A,N/A,N/A,0.0
6270,B64-X67,2566.13,43.2,156.4,2009.6,N/A,N/A,N/A,0.0
6271,B64-X67,2594.84,43.0,155.5,2030.56,N/A,N/A,N/A,0.0
6272,B64-X67,2623.36,42.7,155.5,2051.47,N/A,N/A,N/A,0.0
6273,B64-X67,2652.31,42.4,154.6,2072.8,N/A,N/A,N/A,0.0
6274,B64-X67,2680.89,41.6,154.3,2094.04,N/A,N/A,N/A,0.0
6275,B64-X67,2709.51,42.4,154.8,2115.31,N/A,N/A,N/A,0.0
6276,B64-X67,2738.14,42.0,154.7,2136.52,N/A,N/A,N/A,0.0
6277,B64-X67,2766.85,41.6,154.6,2157.92,N/A,N/A,N/A,0.0
6278,B64-X67,2795.39,41.0,153.6,2179.36,N/A,N/A,N/A,0.0
6279,B64-X67,2824.07,40.9,153.2,2201.02,N/A,N/A,N/A,0.0
6280,B64-X67,2852.53,40.6,153.6,2222.58,N/A,N/A,N/A,0.0
6281,B64-X67,2881.06,40.3,153.6,2244.29,N/A,N/A,N/A,0.0
6282,B64-X67,2909.58,40.5,153.6,2266.01,N/A,N/A,N/A,0.0
6283,B64-X67,2938.05,40.7,153.2,2287.63,N/A,N/A,N/A,0.0
6284,B64-X67,2966.78,41.0,153.2,2309.36,N/A,N/A,N/A,0.0
6285,B64-X67,2995.44,41.3,153.6,2330.94,N/A,N/A,N/A,0.0
6286,B64-X67,3024.2,41.4,153.6,2352.53,N/A,N/A,N/A,0.0
6287,B64-X67,3048.0,41.5,153.8,2370.37,N/A,N/A,N/A,0.0
6288,B64-X67,3058.0,41.5,153.8,2377.86,N/A,N/A,N/A,0.0
10449,B64-X67,0.0,N/A,N/A,N/A,0.0,156.36,N/A,N/A
10450,B64-X67,150.0,N/A,N/A,N/A,0.0,156.36,150.0,N/A
10451,B64-X67,210.0,N/A,N/A,N/A,7.2,156.36,209.84,N/A
10452,B64-X67,270.0,N/A,N/A,N/A,14.4,156.36,268.74,N/A
10453,B64-X67,330.0,N/A,N/A,N/A,21.6,156.36,325.77,N/A
10454,B64-X67,390.0,N/A,N/A,N/A,28.8,156.36,380.02,N/A
10455,B64-X67,450.0,N/A,N/A,N/A,36.0,156.36,430.65,N/A
10456,B64-X67,499.88,N/A,N/A,N/A,41.99,156.36,469.4,N/A
10457,B64-X67,799.88,N/A,N/A,N/A,41.99,156.36,692.37,N/A
10458,B64-X67,1099.88,N/A,N/A,N/A,41.99,156.36,915.35,N/A
10459,B64-X67,1399.88,N/A,N/A,N/A,41.99,156.36,1138.33,N/A
10460,B64-X67,1699.88,N/A,N/A,N/A,41.99,156.36,1361.31,N/A
10461,B64-X67,1999.88,N/A,N/A,N/A,41.99,156.36,1584.29,N/A
10462,B64-X67,2299.88,N/A,N/A,N/A,41.99,156.36,1807.27,N/A
10463,B64-X67,2599.88,N/A,N/A,N/A,41.99,156.36,2030.25,N/A
10464,B64-X67,2899.88,N/A,N/A,N/A,41.99,156.36,2253.22,N/A
10465,B64-X67,2929.02,N/A,N/A,N/A,41.99,156.36,2274.88,N/A
10466,B64-X67,3056.83,N/A,N/A,N/A,41.99,156.36,2369.88,N/A
6289,B64-X69,0.0,0.0,0.0,N/A,N/A,N/A,N/A,0.0
6290,B64-X69,29.67,0.4,10.4,29.67,N/A,N/A,N/A,0.0
6291,B64-X69,59.13,0.9,15.3,59.13,N/A,N/A,N/A,0.0
6292,B64-X69,87.32,0.7,11.8,87.32,N/A,N/A,N/A,0.0
6293,B64-X69,115.42,0.6,8.6,115.41,N/A,N/A,N/A,0.0
6294,B64-X69,143.28,1.3,348.8,143.27,N/A,N/A,N/A,0.0
6295,B64-X69,170.92,1.2,344.6,170.9,N/A,N/A,N/A,0.0
6296,B64-X69,198.83,1.2,339.3,198.81,N/A,N/A,N/A,0.0
6297,B64-X69,226.55,1.4,337.9,226.52,N/A,N/A,N/A,0.0
6298,B64-X69,255.34,1.5,336.2,255.3,N/A,N/A,N/A,0.0
6299,B64-X69,284.12,1.7,334.9,284.07,N/A,N/A,N/A,0.0
6300,B64-X69,297.1,1.7,334.8,297.04,N/A,N/A,N/A,0.0
6301,B64-X69,326.15,1.27,336.0,326.08,N/A,N/A,N/A,0.0
6302,B64-X69,354.94,1.33,336.5,354.87,N/A,N/A,N/A,0.0
6303,B64-X69,383.63,1.39,337.0,383.55,N/A,N/A,N/A,0.0
6304,B64-X69,412.4,1.45,337.6,412.31,N/A,N/A,N/A,0.0
6305,B64-X69,441.24,1.68,341.5,441.14,N/A,N/A,N/A,0.0
